epi_week,disease,number_of_cases
2015-W35,Haemophilus influenzae type b,0
2015-W35,"Hand, Foot Mouth Disease",483
2015-W35,Legionellosis,0
2015-W35,Malaria,0
2015-W35,Measles,0
2015-W35,Melioidosis,0
2015-W35,Meningococcal Infection,0
2015-W35,Mumps,9
2015-W35,Nipah virus infection,0
2015-W35,Paratyphoid,0
2015-W35,Pertussis,0
2015-W35,Plague,0
2015-W35,Pneumococcal Disease (invasive),3
2015-W35,Poliomyelitis,0
2015-W35,Rubella,1
2015-W35,Salmonellosis(non-enteric fevers),58
2015-W35,SARS,0
2015-W35,Typhoid,0
2015-W35,Viral Hepatitis A,5
2015-W35,Viral Hepatitis E,0
2015-W35,Yellow Fever,0
2015-W36,Acute Viral hepatitis B,1
2015-W36,Acute Viral hepatitis C,1
2015-W36,Avian Influenza,0
2015-W36,Campylobacterenterosis,9
2015-W36,Chikungunya Fever,1
2015-W36,Cholera,0
2015-W36,Dengue Fever,217
2015-W36,Dengue Haemorrhagic Fever,0
2015-W36,Diphtheria,0
2015-W36,Encephalitis,0
2015-W36,Haemophilus influenzae type b,0
2015-W36,"Hand, Foot Mouth Disease",407
2015-W36,Legionellosis,0
2015-W36,Malaria,3
2015-W36,Measles,0
2015-W36,Melioidosis,0
2015-W36,Meningococcal Infection,0
2015-W36,Mumps,7
2015-W36,Nipah virus infection,0
2015-W36,Paratyphoid,0
2015-W36,Pertussis,3
2015-W36,Plague,0
2015-W36,Pneumococcal Disease (invasive),5
2015-W36,Poliomyelitis,0
2015-W36,Rubella,0
2015-W36,Salmonellosis(non-enteric fevers),42
2015-W36,SARS,0
2015-W36,Typhoid,1
2015-W36,Viral Hepatitis A,1
2015-W36,Viral Hepatitis E,1
2015-W36,Yellow Fever,0
2015-W37,Acute Viral hepatitis B,0
2015-W37,Acute Viral hepatitis C,0
2015-W37,Avian Influenza,0
2015-W37,Campylobacterenterosis,7
2015-W37,Chikungunya Fever,0
2015-W37,Cholera,0
2015-W37,Dengue Fever,303
2015-W37,Dengue Haemorrhagic Fever,0
2015-W37,Diphtheria,0
2015-W37,Encephalitis,2
2015-W37,Haemophilus influenzae type b,0
2015-W37,"Hand, Foot Mouth Disease",414
2015-W37,Legionellosis,0
2015-W37,Malaria,1
2015-W37,Measles,2
2015-W37,Melioidosis,1
2015-W37,Meningococcal Infection,0
2015-W37,Mumps,14
2015-W37,Nipah virus infection,0
2015-W37,Paratyphoid,0
2015-W37,Pertussis,0
2015-W37,Plague,0
2015-W37,Pneumococcal Disease (invasive),5
2015-W37,Poliomyelitis,0
2015-W37,Rubella,0
2015-W37,Salmonellosis(non-enteric fevers),43
2015-W37,SARS,0
2015-W37,Typhoid,1
2015-W37,Viral Hepatitis A,2
2015-W37,Viral Hepatitis E,1
2015-W37,Yellow Fever,0
2015-W38,Acute Viral hepatitis B,4
2015-W38,Acute Viral hepatitis C,1
2015-W38,Avian Influenza,0
2015-W38,Campylobacterenterosis,11
2015-W38,Chikungunya Fever,1
2015-W38,Cholera,0
2015-W38,Dengue Fever,214
2015-W38,Dengue Haemorrhagic Fever,0
2015-W38,Diphtheria,0
2015-W38,Encephalitis,1
2015-W38,Haemophilus influenzae type b,0
2015-W38,"Hand, Foot Mouth Disease",403
2015-W38,Legionellosis,0
2015-W38,Malaria,1
2015-W38,Measles,1
2015-W38,Melioidosis,2
2015-W38,Meningococcal Infection,0
2015-W38,Mumps,2
2015-W38,Nipah virus infection,0
2015-W38,Paratyphoid,1
2015-W38,Pertussis,0
2015-W38,Plague,0
2015-W38,Pneumococcal Disease (invasive),1
2015-W38,Poliomyelitis,0
2015-W38,Rubella,0
2015-W38,Salmonellosis(non-enteric fevers),41
2015-W38,SARS,0
2015-W38,Typhoid,0
2015-W38,Viral Hepatitis A,1
2015-W38,Viral Hepatitis E,0
2015-W38,Yellow Fever,0
2015-W39,Acute Viral hepatitis B,0
2015-W39,Acute Viral hepatitis C,0
2015-W39,Avian Influenza,0
2015-W39,Campylobacterenterosis,5
2015-W39,Chikungunya Fever,3
2015-W39,Cholera,0
2015-W39,Dengue Fever,257
2015-W39,Dengue Haemorrhagic Fever,0
2015-W39,Diphtheria,0
2015-W39,Encephalitis,1
2015-W39,Haemophilus influenzae type b,1
2015-W39,"Hand, Foot Mouth Disease",441
2015-W39,Legionellosis,0
2015-W39,Malaria,2
2015-W39,Measles,1
2015-W39,Melioidosis,1
2015-W39,Meningococcal Infection,0
2015-W39,Mumps,12
2015-W39,Nipah virus infection,0
2015-W39,Paratyphoid,0
2015-W39,Pertussis,3
2015-W39,Plague,0
2015-W39,Pneumococcal Disease (invasive),1
2015-W39,Poliomyelitis,0
2015-W39,Rubella,0
2015-W39,Salmonellosis(non-enteric fevers),39
2015-W39,SARS,0
2015-W39,Typhoid,1
2015-W39,Viral Hepatitis A,0
2015-W39,Viral Hepatitis E,1
2015-W39,Yellow Fever,0
2015-W40,Acute Viral hepatitis B,1
2015-W40,Acute Viral hepatitis C,24
2015-W40,Avian Influenza,0
2015-W40,Campylobacterenterosis,6
2015-W40,Chikungunya Fever,1
2015-W40,Cholera,0
2015-W40,Dengue Fever,235
2015-W40,Dengue Haemorrhagic Fever,0
2015-W40,Diphtheria,0
2015-W40,Encephalitis,0
2015-W40,Haemophilus influenzae type b,0
2015-W40,"Hand, Foot Mouth Disease",431
2015-W40,Legionellosis,0
2015-W40,Malaria,1
2015-W40,Measles,0
2015-W40,Melioidosis,1
2015-W40,Meningococcal Infection,0
2015-W40,Mumps,8
2015-W40,Nipah virus infection,0
2015-W40,Paratyphoid,0
2015-W40,Pertussis,1
2015-W40,Plague,0
2015-W40,Pneumococcal Disease (invasive),0
2015-W40,Poliomyelitis,0
2015-W40,Rubella,1
2015-W40,Salmonellosis(non-enteric fevers),47
2015-W40,SARS,0
2015-W40,Typhoid,1
2015-W40,Viral Hepatitis A,0
2015-W40,Viral Hepatitis E,1
2015-W40,Yellow Fever,0
2015-W41,Acute Viral hepatitis B,2
2015-W41,Acute Viral hepatitis C,2
2015-W41,Avian Influenza,0
2015-W41,Campylobacterenterosis,4
2015-W41,Chikungunya Fever,4
2015-W41,Cholera,0
2015-W41,Dengue Fever,235
2015-W41,Dengue Haemorrhagic Fever,0
2015-W41,Diphtheria,0
2015-W41,Encephalitis,0
2015-W41,Haemophilus influenzae type b,0
2015-W41,"Hand, Foot Mouth Disease",585
2015-W41,Legionellosis,1
2015-W41,Malaria,1
2015-W41,Measles,1
2015-W41,Melioidosis,2
2015-W41,Meningococcal Infection,0
2015-W41,Mumps,8
2015-W41,Nipah virus infection,0
2015-W41,Paratyphoid,0
2015-W41,Pertussis,0
2015-W41,Plague,0
2015-W41,Pneumococcal Disease (invasive),2
2015-W41,Poliomyelitis,0
2015-W41,Rubella,0
2015-W41,Salmonellosis(non-enteric fevers),42
2015-W41,SARS,0
2015-W41,Typhoid,0
2015-W41,Viral Hepatitis A,0
2015-W41,Viral Hepatitis E,1
2015-W41,Yellow Fever,0
2015-W42,Acute Viral hepatitis B,0
2015-W42,Acute Viral hepatitis C,3
2015-W42,Avian Influenza,0
2015-W42,Campylobacterenterosis,10
2015-W42,Chikungunya Fever,1
2015-W42,Cholera,0
2015-W42,Dengue Fever,224
2015-W42,Dengue Haemorrhagic Fever,0
2015-W42,Diphtheria,0
2015-W42,Encephalitis,1
2015-W42,Haemophilus influenzae type b,0
2015-W42,"Hand, Foot Mouth Disease",477
2015-W42,Legionellosis,1
2015-W42,Malaria,0
2015-W42,Measles,1
2015-W42,Melioidosis,1
2015-W42,Meningococcal Infection,0
2015-W42,Mumps,6
2015-W42,Nipah virus infection,0
2015-W42,Paratyphoid,1
2015-W42,Pertussis,2
2015-W42,Plague,0
2015-W42,Pneumococcal Disease (invasive),3
2015-W42,Poliomyelitis,0
2015-W42,Rubella,0
2015-W42,Salmonellosis(non-enteric fevers),51
2015-W42,SARS,0
2015-W42,Typhoid,1
2015-W42,Viral Hepatitis A,1
2015-W42,Viral Hepatitis E,4
2015-W42,Yellow Fever,0
2015-W43,Acute Viral hepatitis B,0
2015-W43,Acute Viral hepatitis C,1
2015-W43,Avian Influenza,0
2015-W43,Campylobacterenterosis,10
2015-W43,Chikungunya Fever,0
2015-W43,Cholera,1
2015-W43,Dengue Fever,246
2015-W43,Dengue Haemorrhagic Fever,0
2015-W43,Diphtheria,0
2015-W43,Encephalitis,0
2015-W43,Haemophilus influenzae type b,0
2015-W43,"Hand, Foot Mouth Disease",438
2015-W43,Legionellosis,0
2015-W43,Malaria,1
2015-W43,Measles,1
2015-W43,Melioidosis,0
2015-W43,Meningococcal Infection,0
2015-W43,Mumps,12
2015-W43,Nipah virus infection,0
2015-W43,Paratyphoid,1
2015-W43,Pertussis,1
2015-W43,Plague,0
2015-W43,Pneumococcal Disease (invasive),4
2015-W43,Poliomyelitis,0
2015-W43,Rubella,2
2015-W43,Salmonellosis(non-enteric fevers),39
2015-W43,SARS,0
2015-W43,Typhoid,3
2015-W43,Viral Hepatitis A,1
2015-W43,Viral Hepatitis E,3
2015-W43,Yellow Fever,0
2015-W44,Acute Viral hepatitis B,7
2015-W44,Acute Viral hepatitis C,1
2015-W44,Avian Influenza,0
2015-W44,Campylobacterenterosis,9
2015-W44,Chikungunya Fever,2
2015-W44,Cholera,0
2015-W44,Dengue Fever,266
2015-W44,Dengue Haemorrhagic Fever,0
2015-W44,Diphtheria,0
2015-W44,Encephalitis,2
2015-W44,Haemophilus influenzae type b,0
2015-W44,"Hand, Foot Mouth Disease",502
2015-W44,Legionellosis,0
2015-W44,Malaria,0
2015-W44,Measles,0
2015-W44,Melioidosis,0
2015-W44,Meningococcal Infection,0
2015-W44,Mumps,6
2015-W44,Nipah virus infection,0
2015-W44,Paratyphoid,1
2015-W44,Pertussis,2
2015-W44,Plague,0
2015-W44,Pneumococcal Disease (invasive),1
2015-W44,Poliomyelitis,0
2015-W44,Rubella,0
2015-W44,Salmonellosis(non-enteric fevers),40
2015-W44,SARS,0
2015-W44,Typhoid,1
2015-W44,Viral Hepatitis A,1
2015-W44,Viral Hepatitis E,3
2015-W44,Yellow Fever,0
2015-W45,Acute Viral hepatitis B,2
2015-W45,Acute Viral hepatitis C,1
2015-W45,Avian Influenza,0
2015-W45,Campylobacterenterosis,8
2015-W45,Chikungunya Fever,1
2015-W45,Cholera,0
2015-W45,Dengue Fever,198
2015-W45,Dengue Haemorrhagic Fever,0
2015-W45,Diphtheria,0
2015-W45,Encephalitis,0
2015-W45,Haemophilus influenzae type b,0
2015-W45,"Hand, Foot Mouth Disease",523
2015-W45,Legionellosis,0
2015-W45,Malaria,0
2015-W45,Measles,0
2015-W45,Melioidosis,0
2015-W45,Meningococcal Infection,1
2015-W45,Mumps,9
2015-W45,Nipah virus infection,0
2015-W45,Paratyphoid,0
2015-W45,Pertussis,1
2015-W45,Plague,0
2015-W45,Pneumococcal Disease (invasive),0
2015-W45,Poliomyelitis,0
2015-W45,Rubella,0
2015-W45,Salmonellosis(non-enteric fevers),58
2015-W45,SARS,0
2015-W45,Typhoid,0
2015-W45,Viral Hepatitis A,1
2015-W45,Viral Hepatitis E,1
2015-W45,Yellow Fever,0
2015-W46,Acute Viral hepatitis B,1
2015-W46,Acute Viral hepatitis C,0
2015-W46,Avian Influenza,0
2015-W46,Campylobacterenterosis,10
2015-W46,Chikungunya Fever,0
2015-W46,Cholera,0
2015-W46,Dengue Fever,254
2015-W46,Dengue Haemorrhagic Fever,0
2015-W46,Diphtheria,0
2015-W46,Encephalitis,1
2015-W46,Haemophilus influenzae type b,1
2015-W46,"Hand, Foot Mouth Disease",600
2015-W46,Legionellosis,0
2015-W46,Malaria,0
2015-W46,Measles,0
2015-W46,Melioidosis,1
2015-W46,Meningococcal Infection,1
2015-W46,Mumps,10
2015-W46,Nipah virus infection,0
2015-W46,Paratyphoid,0
2015-W46,Pertussis,0
2015-W46,Plague,0
2015-W46,Pneumococcal Disease (invasive),2
2015-W46,Poliomyelitis,0
2015-W46,Rubella,0
2015-W46,Salmonellosis(non-enteric fevers),52
2015-W46,SARS,0
2015-W46,Typhoid,0
2015-W46,Viral Hepatitis A,2
2015-W46,Viral Hepatitis E,2
2015-W46,Yellow Fever,0
2015-W47,Acute Viral hepatitis B,1
2015-W47,Acute Viral hepatitis C,1
2015-W47,Avian Influenza,0
2015-W47,Campylobacterenterosis,6
2015-W47,Chikungunya Fever,1
2015-W47,Cholera,1
2015-W47,Dengue Fever,285
2015-W47,Dengue Haemorrhagic Fever,1
2015-W47,Diphtheria,0
2015-W47,Encephalitis,0
2015-W47,Haemophilus influenzae type b,0
2015-W47,"Hand, Foot Mouth Disease",610
2015-W47,Legionellosis,0
2015-W47,Malaria,4
2015-W47,Measles,2
2015-W47,Melioidosis,0
2015-W47,Meningococcal Infection,0
2015-W47,Mumps,10
2015-W47,Nipah virus infection,0
2015-W47,Paratyphoid,0
2015-W47,Pertussis,3
2015-W47,Plague,0
2015-W47,Pneumococcal Disease (invasive),2
2015-W47,Poliomyelitis,0
2015-W47,Rubella,0
2015-W47,Salmonellosis(non-enteric fevers),48
2015-W47,SARS,0
2015-W47,Typhoid,0
2015-W47,Viral Hepatitis A,0
2015-W47,Viral Hepatitis E,3
2015-W47,Yellow Fever,0
2015-W48,Acute Viral hepatitis B,0
2015-W48,Acute Viral hepatitis C,0
2015-W48,Avian Influenza,0
2015-W48,Campylobacterenterosis,8
2015-W48,Chikungunya Fever,1
2015-W48,Cholera,0
2015-W48,Dengue Fever,259
2015-W48,Dengue Haemorrhagic Fever,0
2015-W48,Diphtheria,0
2015-W48,Encephalitis,0
2015-W48,Haemophilus influenzae type b,0
2015-W48,"Hand, Foot Mouth Disease",533
2015-W48,Legionellosis,1
2015-W48,Malaria,1
2015-W48,Measles,0
2015-W48,Melioidosis,0
2015-W48,Meningococcal Infection,0
2015-W48,Mumps,8
2015-W48,Nipah virus infection,0
2015-W48,Paratyphoid,0
2015-W48,Pertussis,2
2015-W48,Plague,0
2015-W48,Pneumococcal Disease (invasive),8
2015-W48,Poliomyelitis,0
2015-W48,Rubella,0
2015-W48,Salmonellosis(non-enteric fevers),46
2015-W48,SARS,0
2015-W48,Typhoid,0
2015-W48,Viral Hepatitis A,2
2015-W48,Viral Hepatitis E,2
2015-W48,Yellow Fever,0
2015-W49,Acute Viral hepatitis B,1
2015-W49,Acute Viral hepatitis C,0
2015-W49,Avian Influenza,0
2015-W49,Campylobacterenterosis,9
2015-W49,Chikungunya Fever,0
2015-W49,Cholera,0
2015-W49,Dengue Fever,356
2015-W49,Dengue Haemorrhagic Fever,1
2015-W49,Diphtheria,0
2015-W49,Encephalitis,1
2015-W49,Haemophilus influenzae type b,0
2015-W49,"Hand, Foot Mouth Disease",568
2015-W49,Legionellosis,1
2015-W49,Malaria,0
2015-W49,Measles,0
2015-W49,Melioidosis,0
2015-W49,Meningococcal Infection,0
2015-W49,Mumps,6
2015-W49,Nipah virus infection,0
2015-W49,Paratyphoid,1
2015-W49,Pertussis,2
2015-W49,Plague,0
2015-W49,Pneumococcal Disease (invasive),1
2015-W49,Poliomyelitis,0
2015-W49,Rubella,1
2015-W49,Salmonellosis(non-enteric fevers),41
2015-W49,SARS,0
2015-W49,Typhoid,1
2015-W49,Viral Hepatitis A,0
2015-W49,Viral Hepatitis E,0
2015-W49,Yellow Fever,0
2015-W50,Acute Viral hepatitis B,0
2015-W50,Acute Viral hepatitis C,1
2015-W50,Avian Influenza,0
2015-W50,Campylobacterenterosis,16
2015-W50,Chikungunya Fever,0
2015-W50,Cholera,0
2015-W50,Dengue Fever,333
2015-W50,Dengue Haemorrhagic Fever,0
2015-W50,Diphtheria,0
2015-W50,Encephalitis,0
2015-W50,Haemophilus influenzae type b,0
2015-W50,"Hand, Foot Mouth Disease",548
2015-W50,Legionellosis,0
2015-W50,Malaria,0
2015-W50,Measles,0
2015-W50,Melioidosis,1
2015-W50,Meningococcal Infection,0
2015-W50,Mumps,3
2015-W50,Nipah virus infection,0
2015-W50,Paratyphoid,0
2015-W50,Pertussis,2
2015-W50,Plague,0
2015-W50,Pneumococcal Disease (invasive),0
2015-W50,Poliomyelitis,0
2015-W50,Rubella,1
2015-W50,Salmonellosis(non-enteric fevers),48
2015-W50,SARS,0
2015-W50,Typhoid,1
2015-W50,Viral Hepatitis A,1
2015-W50,Viral Hepatitis E,2
2015-W50,Yellow Fever,0
2015-W51,Acute Viral hepatitis B,2
2015-W51,Acute Viral hepatitis C,0
2015-W51,Avian Influenza,0
2015-W51,Campylobacterenterosis,7
2015-W51,Chikungunya Fever,0
2015-W51,Cholera,0
2015-W51,Dengue Fever,369
2015-W51,Dengue Haemorrhagic Fever,0
2015-W51,Diphtheria,0
2015-W51,Encephalitis,1
2015-W51,Haemophilus influenzae type b,0
2015-W51,"Hand, Foot Mouth Disease",432
2015-W51,Legionellosis,0
2015-W51,Malaria,1
2015-W51,Measles,1
2015-W51,Melioidosis,2
2015-W51,Meningococcal Infection,0
2015-W51,Mumps,11
2015-W51,Nipah virus infection,0
2015-W51,Paratyphoid,0
2015-W51,Pertussis,0
2015-W51,Plague,0
2015-W51,Pneumococcal Disease (invasive),2
2015-W51,Poliomyelitis,0
2015-W51,Rubella,0
2015-W51,Salmonellosis(non-enteric fevers),58
2015-W51,SARS,0
2015-W51,Typhoid,3
2015-W51,Viral Hepatitis A,0
2015-W51,Viral Hepatitis E,3
2015-W51,Yellow Fever,0
2015-W52,Acute Viral hepatitis B,1
2015-W52,Acute Viral hepatitis C,0
2015-W52,Avian Influenza,0
2015-W52,Campylobacterenterosis,8
2015-W52,Chikungunya Fever,0
2015-W52,Cholera,0
2015-W52,Dengue Fever,458
2015-W52,Dengue Haemorrhagic Fever,0
2015-W52,Diphtheria,0
2015-W52,Encephalitis,0
2015-W52,Haemophilus influenzae type b,0
2015-W52,"Hand, Foot Mouth Disease",370
2015-W52,Legionellosis,1
2015-W52,Malaria,0
2015-W52,Measles,0
2015-W52,Melioidosis,1
2015-W52,Meningococcal Infection,0
2015-W52,Mumps,7
2015-W52,Nipah virus infection,0
2015-W52,Paratyphoid,1
2015-W52,Pertussis,0
2015-W52,Plague,0
2015-W52,Pneumococcal Disease (invasive),2
2015-W52,Poliomyelitis,0
2015-W52,Rubella,0
2015-W52,Salmonellosis(non-enteric fevers),40
2015-W52,SARS,0
2015-W52,Typhoid,0
2015-W52,Viral Hepatitis A,0
2015-W52,Viral Hepatitis E,3
2015-W52,Yellow Fever,0
2016-W01,Acute Viral hepatitis B,3
2016-W01,Acute Viral hepatitis C,0
2016-W01,Avian Influenza,1
2016-W01,Campylobacterenterosis,14
2016-W01,Chikungunya Fever,1
2016-W01,Cholera,1
2016-W01,Dengue Fever,545
2016-W01,Dengue Haemorrhagic Fever,0
2016-W01,Diphtheria,0
2016-W01,Encephalitis,1
2016-W01,Haemophilus influenzae type b,0
2016-W01,"Hand, Foot Mouth Disease",418
2016-W01,Legionellosis,0
2016-W01,Malaria,1
2016-W01,Measles,0
2016-W01,Melioidosis,0
2016-W01,Meningococcal Infection,0
2016-W01,Mumps,8
2016-W01,Nipah virus infection,0
2016-W01,Paratyphoid,1
2016-W01,Pertussis,1
2016-W01,Plague,0
2016-W01,Pneumococcal Disease (invasive),2
2016-W01,Poliomyelitis,0
2016-W01,Rubella,1
2016-W01,Salmonellosis(non-enteric fevers),58
2016-W01,SARS,0
2016-W01,Typhoid,0
2016-W01,Viral Hepatitis A,0
2016-W01,Viral Hepatitis E,1
2016-W01,Yellow Fever,0
2016-W02,Acute Viral hepatitis B,3
2016-W02,Acute Viral hepatitis C,0
2016-W02,Avian Influenza,0
2016-W02,Campylobacterenterosis,4
2016-W02,Chikungunya Fever,1
2016-W02,Cholera,0
2016-W02,Dengue Fever,620
2016-W02,Dengue Haemorrhagic Fever,0
2016-W02,Diphtheria,0
2016-W02,Encephalitis,1
2016-W02,Haemophilus influenzae type b,0
2016-W02,"Hand, Foot Mouth Disease",505
2016-W02,Legionellosis,0
2016-W02,Malaria,0
2016-W02,Measles,0
2016-W02,Melioidosis,2
2016-W02,Meningococcal Infection,0
2016-W02,Mumps,7
2016-W02,Nipah virus infection,0
2016-W02,Paratyphoid,0
2016-W02,Pertussis,2
2016-W02,Plague,0
2016-W02,Pneumococcal Disease (invasive),2
2016-W02,Poliomyelitis,0
2016-W02,Rubella,0
2016-W02,Salmonellosis(non-enteric fevers),52
2016-W02,SARS,0
2016-W02,Typhoid,0
2016-W02,Viral Hepatitis A,3
2016-W02,Viral Hepatitis E,1
2016-W02,Yellow Fever,0
2016-W03,Acute Viral hepatitis B,0
2016-W03,Acute Viral hepatitis C,0
2016-W03,Avian Influenza,0
2016-W03,Campylobacterenterosis,9
2016-W03,Chikungunya Fever,0
2016-W03,Cholera,0
2016-W03,Dengue Fever,636
2016-W03,Dengue Haemorrhagic Fever,1
2016-W03,Diphtheria,0
2016-W03,Encephalitis,2
2016-W03,Haemophilus influenzae type b,0
2016-W03,"Hand, Foot Mouth Disease",588
2016-W03,Legionellosis,0
2016-W03,Malaria,0
2016-W03,Measles,0
2016-W03,Melioidosis,1
2016-W03,Meningococcal Infection,1
2016-W03,Mumps,11
2016-W03,Nipah virus infection,0
2016-W03,Paratyphoid,1
2016-W03,Pertussis,2
2016-W03,Plague,0
2016-W03,Pneumococcal Disease (invasive),1
2016-W03,Poliomyelitis,0
2016-W03,Rubella,0
2016-W03,Salmonellosis(non-enteric fevers),49
2016-W03,SARS,0
2016-W03,Typhoid,2
2016-W03,Viral Hepatitis A,2
2016-W03,Viral Hepatitis E,2
2016-W03,Yellow Fever,0
2016-W04,Acute Viral hepatitis B,2
2016-W04,Acute Viral hepatitis C,0
2016-W04,Avian Influenza,0
2016-W04,Campylobacterenterosis,6
2016-W04,Chikungunya Fever,1
2016-W04,Cholera,0
2016-W04,Dengue Fever,623
2016-W04,Dengue Haemorrhagic Fever,1
2016-W04,Diphtheria,0
2016-W04,Encephalitis,0
2016-W04,Haemophilus influenzae type b,0
2016-W04,"Hand, Foot Mouth Disease",587
2016-W04,Legionellosis,0
2016-W04,Malaria,0
2016-W04,Measles,0
2016-W04,Melioidosis,2
2016-W04,Meningococcal Infection,0
2016-W04,Mumps,10
2016-W04,Nipah virus infection,0
2016-W04,Paratyphoid,0
2016-W04,Pertussis,1
2016-W04,Plague,0
2016-W04,Pneumococcal Disease (invasive),3
2016-W04,Poliomyelitis,0
2016-W04,Rubella,0
2016-W04,Salmonellosis(non-enteric fevers),42
2016-W04,SARS,0
2016-W04,Typhoid,4
2016-W04,Viral Hepatitis A,0
2016-W04,Viral Hepatitis E,0
2016-W04,Yellow Fever,0
2016-W05,Acute Viral hepatitis B,2
2016-W05,Acute Viral hepatitis C,0
2016-W05,Avian Influenza,0
2016-W05,Campylobacterenterosis,6
2016-W05,Chikungunya Fever,0
2016-W05,Cholera,0
2016-W05,Dengue Fever,523
2016-W05,Dengue Haemorrhagic Fever,2
2016-W05,Diphtheria,0
2016-W05,Encephalitis,2
2016-W05,Haemophilus influenzae type b,0
2016-W05,"Hand, Foot Mouth Disease",680
2016-W05,Legionellosis,0
2016-W05,Malaria,0
2016-W05,Measles,1
2016-W05,Melioidosis,0
2016-W05,Meningococcal Infection,0
2016-W05,Mumps,9
2016-W05,Nipah virus infection,0
2016-W05,Paratyphoid,0
2016-W05,Pertussis,1
2016-W05,Plague,0
2016-W05,Pneumococcal Disease (invasive),2
2016-W05,Poliomyelitis,0
2016-W05,Rubella,0
2016-W05,Salmonellosis(non-enteric fevers),54
2016-W05,SARS,0
2016-W05,Typhoid,1
2016-W05,Viral Hepatitis A,0
2016-W05,Viral Hepatitis E,2
2016-W05,Yellow Fever,0
2016-W06,Acute Viral hepatitis B,1
2016-W06,Acute Viral hepatitis C,0
2016-W06,Avian Influenza,0
2016-W06,Campylobacterenterosis,5
2016-W06,Chikungunya Fever,0
2016-W06,Cholera,0
2016-W06,Dengue Fever,419
2016-W06,Dengue Haemorrhagic Fever,0
2016-W06,Diphtheria,0
2016-W06,Encephalitis,0
2016-W06,Haemophilus influenzae type b,0
2016-W06,"Hand, Foot Mouth Disease",587
2016-W06,Legionellosis,0
2016-W06,Malaria,0
2016-W06,Measles,0
2016-W06,Melioidosis,2
2016-W06,Meningococcal Infection,0
2016-W06,Mumps,9
2016-W06,Nipah virus infection,0
2016-W06,Paratyphoid,0
2016-W06,Pertussis,0
2016-W06,Plague,0
2016-W06,Pneumococcal Disease (invasive),2
2016-W06,Poliomyelitis,0
2016-W06,Rubella,0
2016-W06,Salmonellosis(non-enteric fevers),35
2016-W06,SARS,0
2016-W06,Typhoid,0
2016-W06,Viral Hepatitis A,1
2016-W06,Viral Hepatitis E,0
2016-W06,Yellow Fever,0
2016-W07,Acute Viral hepatitis B,1
2016-W07,Acute Viral hepatitis C,0
2016-W07,Avian Influenza,0
2016-W07,Campylobacterenterosis,13
2016-W07,Chikungunya Fever,2
2016-W07,Cholera,0
2016-W07,Dengue Fever,589
2016-W07,Dengue Haemorrhagic Fever,1
2016-W07,Diphtheria,0
2016-W07,Encephalitis,0
2016-W07,Haemophilus influenzae type b,0
2016-W07,"Hand, Foot Mouth Disease",700
2016-W07,Legionellosis,1
2016-W07,Malaria,0
2016-W07,Measles,2
2016-W07,Melioidosis,0
2016-W07,Meningococcal Infection,0
2016-W07,Mumps,8
2016-W07,Nipah virus infection,0
2016-W07,Paratyphoid,0
2016-W07,Pertussis,1
2016-W07,Plague,0
2016-W07,Pneumococcal Disease (invasive),5
